,text_id,num_len,num_tokens,val_text,val_label_1,val_score_1,val_label_2,val_score_2,val_label_3,val_score_3
0,-6938170784766106001,4977,1313,"Orden AUC/319/2024, de 9 de abril, por la que se crea la Oficina Consular honoraria en El Calafate, con categoría de Viceconsulado Honorario, y se modifican las circunscripciones de las Oficinas Consulares honorarias en Río Gallegos y en Puerto San Julián, en la República Argentina.

En la provincia de Santa Cruz, situada en el sur de Argentina, España cuenta actualmente con dos Viceconsulados Honorarios: uno en Río Gallegos (en el departamento de Güer Aike) y otro en Puerto San Julián (en el departamento de Magallanes). En total, abarcan un territorio que tiene una extensión de más de 240 000 km2 (casi la mitad de la superficie de España) y que presenta problemas de comunicación. Desde Río Gallegos hasta El Calafate hay más de cuatro horas de viaje en automóvil utilizando una carretera que con frecuencia se corta por los fuertes vientos. Desde Puerto San Julián la distancia resulta aún mayor y, de hecho, se recomienda realizar el viaje pasando por Río Gallegos. Los vicecónsules honorarios, por lo tanto, encuentran dificultades de desplazamiento para llegar a El Calafate.

Paralelamente, El Calafate, un municipio con más de 30 000 habitantes situado también en la provincia de Santa Cruz, se ha convertido en un centro turístico que cuenta con infraestructuras en consonancia con este hecho. Está dotado de hoteles, restaurantes y un hospital municipal, que atiende a turistas durante todo el año y entre ellos cada vez más españoles. Muchos de ellos son montañeros que viajan a El Chaltén y a la montaña de Fitz Roy, situados relativamente próximos a El Calafate y también en el departamento de Lago Argentino, y algunos practican subidas de riesgo. En 2023 se registraron dos tragedias de españoles.

La creación de este Viceconsulado Honorario facilitará la atención de casos urgentes de protección y asistencia consular en El Calafate. Tendrá su sede en esta ciudad y su circunscripción consular abarcará los departamentos de Lago Argentino y Río Chico en la provincia de Santa Cruz. En consecuencia, es preciso modificar la circunscripción de los Viceconsulados Honorarios de Río Gallegos y de Puerto San Julián para que abarquen, el primero, los departamentos de Güer Aike y Corpen Aike, y el segundo los departamentos de Lago Buenos Aires, Deseado y Magallanes, todos ellos en la provincia de Santa Cruz.

Por todo ello, de acuerdo con lo dispuesto en el artículo 48.1 de la Ley 2/2014, de 25 de marzo, de la Acción y del Servicio Exterior del Estado, y con arreglo al Reglamento de los Agentes Consulares Honorarios de España en el extranjero, aprobado por el Real Decreto 1390/2007, de 29 de octubre, a iniciativa de la Dirección General del Servicio Exterior, de conformidad con la propuesta formulada por la Embajada de España en Buenos Aires y con el informe favorable de la Dirección General de Españoles en el Exterior y de Asuntos Consulares y de la Dirección General para Iberoamérica y el Caribe, dispongo:

Artículo 1. Creación de la Oficina Consular honoraria en El Calafate y delimitación de su circunscripción.

Se crea la Oficina Consular honoraria en El Calafate, con categoría de Viceconsulado Honorario, y con circunscripción consular en los departamentos de Río Chico y Lago Argentino de la provincia de Santa Cruz, en la República Argentina.
---





La Oficina Consular honoraria en El Calafate, con categoría de Viceconsulado Honorario, dependerá del Consulado General de España en Bahía Blanca.



La persona titular del Viceconsulado Honorario de España en El Calafate tendrá, de conformidad con el artículo 9 del Convenio de Viena sobre Relaciones Consulares, de 24 de abril de 1963, categoría de vicecónsul honorario.



Se modifica la circunscripción consular de la Oficina Consular honoraria en Río Gallegos, con categoría de Viceconsulado Honorario, que abarcará los departamentos de Güer Aike y de Corpen Aike en la provincia de Santa Cruz, en la República Argentina.



Se modifica la circunscripción consular de la Oficina Consular honoraria en Puerto San Julián, con categoría de Viceconsulado Honorario, que abarcará los departamentos de Lago Buenos Aires, de Deseado y de Magallanes en la provincia de Santa Cruz, en la República Argentina.

Disposición adicional única. No incremento del gasto de personal.

La creación de la Oficina Consular honoraria no supondrá incremento alguno del gasto de personal, de conformidad con lo establecido en la disposición adicional trigésima tercera de la Ley 31/2022, de 23 de diciembre, de Presupuestos Generales del Estado para el año 2023. Su funcionamiento se atenderá con los medios materiales y personales de que dispone actualmente el Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.

Disposición final única. Entrada en vigor.

La presente orden entrará en vigor el día siguiente al de su publicación en el «Boletín Oficial del Estado».

 Madrid, 9 de abril de 2024.–El Ministro de Asuntos Exteriores, Unión Europea y Cooperación, José Manuel Albares Bueno.",Nombramientos y Ceses,0.85,Orden de Publicaciones y Sumarios,0.75,Publicaciones por Órgano Emisor,0.7
1,-6037787073089096809,3426,919,"Orden AUC/320/2024, de 9 de abril, por la que se eleva a la categoría de Consulado Honorario la Oficina Consular honoraria de España en Le Havre, en la República Francesa.

Actualmente, del Consulado General de España en París dependen siete Oficinas Consulares honorarias: cuatro situadas en los territorios franceses de ultramar (La Reunión, San Martín, Martinica y Papeete) y tres en el territorio continental (Rennes, Lille y Le Havre). De estas últimas, Rennes y Lille ostentan la categoría de Consulado Honorario, mientras que Le Havre mantiene la de Viceconsulado Honorario.

Por coherencia con el similar tamaño de las tres ciudades y de las poblaciones españolas residentes o transeúntes en ellas, para equiparar el rango con el de la práctica totalidad de los representantes consulares honorarios de otros países acreditados en la región de Normandía y para así evitar problemas protocolarios y administrativos, se considera conveniente elevar la categoría del Viceconsulado Honorario de Le Havre a la de Consulado Honorario.

Por añadidura, esta Oficina Consular honoraria es heredera de un Consulado de Carrera que se cerró en 1969 y está situada en uno de los puertos con más actividad del Mar del Norte, que a su vez constituye la cabecera del complejo industrial y portuario de HAROPA (Havre-Rouen-París), lo que conlleva actividad empresarial, mercantil y consular en materia de navegación.

Por todo ello, de acuerdo con lo dispuesto en el artículo 48.1 de la Ley 2/2014, de 25 de marzo, de la Acción y del Servicio Exterior del Estado, y con arreglo al Reglamento de los Agentes Consulares Honorarios de España en el extranjero, aprobado por el Real Decreto 1390/2007, de 29 de octubre, a iniciativa de la Dirección General del Servicio Exterior, de conformidad con la propuesta formulada por la Embajada de España en París y con el informe favorable de la Dirección General de Españoles en el Exterior y de Asuntos Consulares y de la Dirección General de Europa Occidental, Central y Sudeste de Europa, dispongo:



Artículo 1. Elevación de categoría de la Oficina Consular honoraria de España en Le Havre.

Se eleva a la categoría de Consulado Honorario la Oficina Consular honoraria de España, con categoría de Viceconsulado Honorario, en Le Havre, en la República Francesa, cuya circunscripción consular abarca los departamentos de Calvados, Manche y Seine Maritime.

Artículo 2. Jefatura de la Oficina Consular honoraria de España en Le Havre.

La persona titular del Consulado Honorario en Le Havre tendrá, de conformidad con el artículo 9 del Convenio de Viena sobre Relaciones Consulares, de 24 de abril de 1963, categoría de Cónsul Honorario.

Disposición adicional única. No incremento del gasto de personal.

Esta modificación no supondrá incremento alguno del gasto de personal, de conformidad con lo establecido en la disposición adicional trigésima tercera de la Ley 31/2022, de 23 de diciembre, de Presupuestos Generales del Estado para el
---
# 


año 2023. Su funcionamiento se atenderá con los medios materiales y personales de que dispone actualmente el
Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.

Disposición final única. Entrada en vigor. La presente orden entrará en vigor el día siguiente al de su publicación
en el «Boletín Oficial del Estado».

Madrid, 9 de abril de 2024.–El Ministro de Asuntos Exteriores, Unión Europea y Cooperación, José Manuel Albares
Bueno.",Nombramientos y Ceses,0.85,Orden de Publicaciones y Sumarios,0.75,Publicaciones por Órgano Emisor,0.7
2,5485514764731787941,3427,926,"Orden AUC/321/2024, de 9 de abril, por la que se suprime la Oficina Consular Honoraria, con categoría de Consulado Honorario de España, en Ventimiglia, y se modifica la circunscripción de la Oficina Consular Honoraria, con categoría de Viceconsulado Honorario de España, en Génova, en la República Italiana.

La creación de la Oficina Consular honoraria en Ventimiglia se remonta a 1969, cuando, por su situación fronteriza, se hacía necesario atender las posibles emergencias consulares que surgieran del tránsito por carretera de turistas y mercancías. La situación actual, sin embargo, marcada por la desaparición de los controles fronterizos, unida a la disminución en número de la colonia española residente en la circunscripción de esta Oficina Consular Honoraria, aconsejan su supresión y la integración de su circunscripción consular en la de la Oficina Consular Honoraria de España en Génova.

Por ello, de acuerdo con lo dispuesto en el artículo 48.1 de la Ley 2/2014, de 25 de marzo, de la Acción y del Servicio Exterior del Estado, en relación con el artículo 6 del Reglamento de los Agentes Consulares Honorarios de España en el extranjero, aprobado por Real Decreto 1390/2007, de 29 de octubre, a iniciativa de la Dirección General del Servicio Exterior, de conformidad con la propuesta formulada por la Embajada de España en Roma, con el informe favorable de la Dirección General de Españoles en el Exterior y de Asuntos Consulares y de la Dirección General de Europa Occidental, Central y Sudeste de Europa, dispongo:

Artículo 1. Supresión de la Oficina Consular Honoraria en Ventimiglia e integración de su circunscripción consular.

Se suprime la Oficina Consular Honoraria, con categoría de Consulado Honorario de España, en Ventimiglia, en la República Italiana. Su circunscripción quedará integrada en la correspondiente a la Oficina Consular Honoraria, con categoría de Consulado Honorario de España, en Génova.

Artículo 2. Modificación de la circunscripción consular de la Oficina Consular Honoraria en Génova.

Se modifica la circunscripción consular de la Oficina Consular Honoraria, con categoría de Consulado Honorario de España, en Génova, que abarcará las provincias de Imperia, Savona y La Spezia y la Ciudad Metropolitana de Génova.

Disposición adicional única. No incremento del gasto de personal.

Estas modificaciones no supondrán incremento alguno del gasto de personal, de conformidad con lo establecido en el apartado uno de la disposición adicional trigésima tercera de la Ley 31/2022, de 23 de diciembre, de Presupuestos Generales del Estado para el año 2023. Su funcionamiento se atenderá con los medios materiales y personales de que dispone actualmente el Ministerio de Asuntos Exteriores, Unión Europea y Cooperación.
---



Disposición derogatoria. Derogación normativa.

Queda derogada la Orden AUC/168/2023, de 16 de febrero, por la que se suprime la Oficina Consular Honoraria, con categoría de Viceconsulado Honorario de España, en Ventimiglia, y se modifica la circunscripción de la Oficina Consular Honoraria, con categoría de Consulado Honorario de España, en Génova, ambas en la República Italiana.

Disposición final única. Entrada en vigor.

La presente orden entrará en vigor el día siguiente al de su publicación en el «Boletín Oficial del Estado».

Madrid, 9 de abril de 2024.–El Ministro de Asuntos Exteriores, Unión Europea y Cooperación, José Manuel Albares Bueno.",Nombramientos y Ceses,0.75,Reglamentos y Normativas Generales,0.65,Orden de Publicaciones y Sumarios,0.6
3,2735268414163623879,7015,1834,"Resolución de 8 de abril de 2024, de la Dirección General de Política Energética y Minas, por la que se publican los nuevos precios de venta, antes de impuestos, de los gases licuados del petróleo por canalización.

El artículo 94 de la Ley 34/1998, de 7 de octubre, del sector de hidrocarburos, establece que previo Acuerdo de la Comisión Delegada del Gobierno para Asuntos Económicos, el Ministro de Industria, Energía y Turismo, referencia que ha de entenderse dirigida a la titular del Ministerio para la Transición Ecológica y el Reto Demográfico, podrá dictar las disposiciones necesarias para el establecimiento de las tarifas de venta de los gases licuados del petróleo por canalización para los consumidores finales, así como los precios de cesión de gas natural y de gases licuados del petróleo para los distribuidores de gases combustibles por canalización, estableciendo los valores concretos de dichas tarifas y precios o un sistema de determinación y actualización automática de las mismas.

Por otra parte, el artículo 12.1 de la Ley 24/2005, de 18 de noviembre, de Reformas para el Impulso a la Productividad, establece que mediante orden ministerial, previo Acuerdo de la Comisión Delegada del Gobierno para Asuntos Económicos, se dictarán las disposiciones necesarias para el establecimiento de las tarifas de venta del gas natural, gases manufacturados y gases licuados del petróleo por canalización para los consumidores finales, así como los precios de cesión de gas natural y de gases licuados del petróleo para los distribuidores de gases combustibles por canalización, estableciendo los valores concretos de dichas tarifas y precios o un sistema de determinación y actualización automática de las mismas. Las tarifas de venta a los usuarios serán únicas para todo el territorio nacional, sin perjuicio de sus especialidades.

Ya anteriormente, la Orden de 16 de julio de 1998 del Ministerio de Industria y Energía, por la que se actualizan los costes de comercialización del sistema de determinación automática de precios máximos de venta, antes de impuestos, de los gases licuados del petróleo, y se liberalizan determinados suministros, había establecido el sistema de determinación automática de los precios máximos aplicables a los suministros de los gases licuados del petróleo, y en particular al suministro por canalización.

Principalmente, esta orden determina que los precios máximos de venta al público, antes de impuestos, se determinarán como suma de distintos términos: por un lado, la cotización internacional de los gases licuados del petróleo y flete, que se revisarán mensualmente y por otro, los costes de comercialización que se revisarán anualmente, en el mes de julio de cada año, utilizando las fórmulas contempladas respectivamente en los apartados primero.1 y 2 de la Orden ITC/3292/2008, de 14 de noviembre, por la que se modifica el sistema de determinación automática de las tarifas de venta, antes de impuestos, de los gases licuados del petróleo por canalización.

El apartado octavo de la mencionada Orden de 16 de julio de 1998, establece que la Dirección General de Política Energética y Minas efectuará los cálculos para la aplicación del sistema establecido y dictará las resoluciones correspondientes de determinación de los precios máximos que se publicarán en el «Boletín Oficial del Estado» y entrarán en vigor el tercer martes de cada mes.

Mediante esta resolución, por tanto, se determinan los precios de aplicación a los suministros de gases licuados del petróleo por canalización a usuarios finales y a los suministros granel a empresas distribuidoras de GLP por canalización.
---



Para su cálculo se han tenido en cuenta los costes de comercialización, por tanto, ya fijados por Resolución de 12 de julio de 2023, de la Dirección General de Política Energética y Minas, por la que se publican los nuevos precios de venta, antes de impuestos, de los gases licuados del petróleo por canalización. Teniendo en cuenta lo anteriormente expuesto, esta Dirección General de Política Energética y Minas, resuelve:



Desde las cero horas del día 16 de abril de 2024, los precios de venta antes de impuestos, de aplicación a los suministros de gases licuados del petróleo según modalidad de suministro serán los que se indican a continuación:

|1. Gases licuados del petróleo por canalización a usuarios finales:|Término fijo: 1,59 €/mes.|Término variable: 87,4985 c€/kg.|
|---|---|---|
|2. Gases licuados del petróleo (GLP) a granel a empresas distribuidoras de GLP por canalización:|72,6910 c€/kg.|72,6910 c€/kg.|



Los precios establecidos en los apartados anteriores no incluyen los siguientes impuestos vigentes:

- Península e Islas Baleares: Impuesto sobre Hidrocarburos e Impuesto sobre el Valor Añadido.
- Archipiélago Canario: Impuesto Especial de la Comunidad Autónoma de Canarias sobre combustibles derivados del petróleo e Impuesto General Indirecto Canario.
- Ciudades de Ceuta y Melilla: Impuesto sobre la producción, los servicios, la importación y el gravamen complementario sobre carburantes y combustibles petrolíferos.



En los cálculos de los precios establecidos en el apartado primero se han tenido en cuenta las siguientes cotizaciones o resultados intermedios:

- Cotización internacional ($/Tm): propano = 527,60; butano = 555,70.
- Fletes ($/Tm): 21,20.
- Media mensual del cambio dólar/euro: 1,087220.




Los precios para los suministros de los gases licuados del petróleo señalados en la presente resolución se aplicarán a los suministros pendientes de ejecución el día 16 de abril de 2024, aunque los pedidos correspondientes tengan fecha anterior. A estos efectos, se entienden por suministros pendientes de ejecución, aquellos que aún no se hayan realizado o se encuentren en fase de realización a las cero horas del día 16 de abril de 2024.



Las facturaciones de los consumos correspondientes a los suministros de gases licuados del petróleo por canalización medidos por contador, relativas al período que incluya la fecha del 16 de abril de 2024, o en su caso del día a partir del cual produzcan efectos o entren en vigor otras resoluciones u órdenes anteriores o posteriores relativas al mismo período de facturación, se calcularán repartiendo proporcionalmente el
---
# 


consumo total correspondiente al período facturado a los días anteriores y posteriores a cada una de dichas fechas, aplicando a los consumos resultantes del reparto los precios que correspondan a las distintas resoluciones u órdenes aplicables.

Sexto. Las empresas distribuidoras de gases licuados del petróleo por canalización, adoptarán las medidas necesarias para la determinación de los consumos periódicos efectuados por cada uno de sus clientes, a efectos de proceder a la correcta aplicación de los precios de gases licuados del petróleo por canalización a que se refiere la presente resolución.

Séptimo. Esta resolución será objeto de publicación en el «Boletín Oficial del Estado» y surtirá efectos desde el 16 de abril de 2024.",Reglamentos y Normativas Generales,0.789,Licitaciones y Adjudicaciones Públicas,0.654,Normativas Temporales y Urgentes,0.621
4,6657951366091410404,780,256,"JUDICIAL

|7299|Real Decreto 354/2024, de 26 de marzo, por el que se nombra Decano de los Juzgados de Valladolid al Magistrado don Alberto Mata Saiz.|
|---|---|
|De conformidad con lo establecido en los artículos 166.1 de la Ley Orgánica del Poder Judicial y 79 del Reglamento 1/2000, de 26 de julio, de los Órganos de Gobierno de Tribunales y la elección efectuada por la Junta de Jueces de Valladolid, celebrada el día 1 de marzo de 2024, por Acuerdo de la Comisión Permanente del Consejo General del Poder Judicial, en su reunión del día 20 de marzo de 2024,| |
|Vengo en nombrar Decano de los Juzgados de Valladolid, a don Alberto Mata Saiz, Magistrado titular del Juzgado de Primera Instancia número 8 de dicha ciudad.| |
|Dado en Madrid, el 26 de marzo de 2024. FELIPE R.| |",Nombramientos y Ceses,0.85,Edictos y Notificaciones Judiciales,0.75,Judicial y Procedimientos Legales,0.65
5,-2221276287411253437,967,262,"Acuerdo de 4 de abril de 2024, de la Comisión Permanente del Consejo General del Poder Judicial, por el que se declara en la situación administrativa de servicios especiales en la Carrera Judicial a la Magistrada doña Sonia Nuez Rivera.

De conformidad con lo establecido en el artículo 351.d de la Ley Orgánica 6/1985, de 1 de julio, del Poder Judicial, por acuerdo de la Comisión Permanente del Consejo General del Poder Judicial en su reunión del día 4 de abril de 2024, se declara en la situación administrativa de servicios especiales en la Carrera Judicial a la magistrada Sonia Nuez Rivera, Jueza de adscripción territorial del Tribunal Superior de Justicia de Madrid, mientras desempeñe el cargo de asesora adscrita al Defensor del Pueblo, con los efectos previstos en los artículos 353 y 354 de la Ley Orgánica del Poder Judicial.

Madrid, 4 de abril de 2024.–El Presidente del Consejo General del Poder Judicial, P. S., el Vocal, Vicente Guilarte Gutiérrez.",Nombramientos y Ceses,0.85,Procedimientos y Citaciones Judiciales,0.75,Documentos y Comunicaciones Específicas,0.65
6,3496716291784555348,1520,409,"MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES

7296
Orden EFD/322/2024, de 8 de abril, por la que se establece el currículo de los ciclos inicial y final de grado medio correspondiente al título de Técnico Deportivo en Atletismo.

De acuerdo con la Ley Orgánica 2/2006, de 3 de mayo, de Educación, las Administraciones educativas establecerán el currículo de las enseñanzas deportivas de régimen especial, del que formarán parte los aspectos básicos de los currículos establecidos en los correspondientes títulos. Los centros docentes desarrollarán y completarán, en su caso, el currículo de las diferentes etapas y ciclos en uso de su autonomía y tal como se recoge en el capítulo II del título V de la citada Ley.

Con la publicación del Real Decreto 427/2023, de 6 de junio, por el que se establece el título de Técnico Deportivo en Atletismo y se fijan su currículo básico y los requisitos de acceso, el Gobierno ha fijado el perfil profesional y aquellos otros aspectos de la ordenación académica que constituyen el currículo básico y que aseguran una formación común y garantizan la validez de los títulos en todo el territorio nacional. Asimismo, el mencionado real decreto recoge en su artículo 16 que las Administraciones educativas establecerán los currículos correspondientes respetando lo establecido en él y de acuerdo con lo dispuesto en el artículo 16 del Real Decreto 1363/2007, de 24 de octubre, por el que se establece la ordenación general de las enseñanzas deportivas de régimen especial.",Planes de Estudio y Normativas Educativas,0.85,Reglamentos y Normativas Generales,0.75,Todos los Tipos de Decretos (Legislativos y no Legislativos),0.65
7,1214521768317924182,1181,307,"Dado que el Ministerio de Educación, Formación Profesional y Deportes ejerce las mismas competencias que las Comunidades Autónomas dentro de su propio ámbito de gestión, se hace necesario que determine de acuerdo con lo dispuesto en el artículo 6.5 de la Ley Orgánica 2/2006, de 3 de mayo, la ampliación y contextualización de los contenidos de los módulos de enseñanza deportiva incluidos en los ciclos de grado medio de enseñanzas deportivas, respetando el perfil profesional del mismo.

El currículo de grado medio de este título se establece desde el respeto a la autonomía pedagógica, organizativa y de gestión de los centros que impartan enseñanzas deportivas, impulsando éstos el trabajo en equipo del profesorado y el desarrollo de planes de formación, investigación e innovación en su ámbito docente y las actuaciones que favorezcan la mejora continua de los procesos formativos.

 La presente orden se adecúa a los principios de buena regulación previstos en el artículo 129 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas: necesidad y eficacia, proporcionalidad, seguridad jurídica, transparencia y eficiencia.",Planes de Estudio y Normativas Educativas,0.85,Reglamentos y Normativas Generales,0.75,Leyes de Comunidades Autónomas,0.65
8,7815564170346524398,1739,450,"En lo que se refiere a los principios de necesidad y eficacia, se trata de una norma necesaria para regular los currículos de los ciclos inicial y final de grado medio y adaptarlos al título de Técnico Deportivo en Atletismo regulado en el Real Decreto 427/2023, de 6 de junio. De acuerdo con el principio de proporcionalidad, contiene la regulación imprescindible, al no existir ninguna alternativa regulatoria menos restrictiva de derechos. Conforme a los principios de seguridad jurídica y eficiencia, resulta necesario adecuar la normativa vigente a los cambios introducidos por el Real Decreto 427/2023, de 6 de junio. También resulta coherente con el ordenamiento jurídico y permite una gestión más eficiente de los recursos públicos. Cumple también con el principio de transparencia, ya que identifica claramente su propósito y durante el procedimiento de elaboración de la norma se ha permitido la participación activa de los potenciales destinatarios a través del trámite de audiencia e información pública. Además, y tal como prevé el artículo 129.5 de la Ley 39/2015, de 1 de octubre, se ha posibilitado el acceso sencillo, universal y actualizado a la normativa en vigor y a los documentos propios del proceso de elaboración de la norma.
---



En el proceso de elaboración de esta orden ha emitido dictamen el Consejo Escolar del Estado. Por todo lo anterior, en su virtud, dispongo:



Esta orden tiene por objeto determinar el currículo de los ciclos inicial y final de grado medio correspondientes al título de Técnico Deportivo en Atletismo establecido en el Real Decreto 427/2023, de 6 de junio, por el que se establece el título de Técnico Deportivo en Atletismo y se fija su currículo básico y los requisitos de acceso.",Reglamentos y Normativas Generales,0.789,Planes de Estudio y Normativas Educativas,0.743,Todos los Tipos de Decretos (Legislativos y no Legislativos),0.612
9,6540134312282200290,1498,398,"El currículo establecido en esta orden se aplicará en el ámbito de gestión del Ministerio de Educación, Formación Profesional y Deportes.



1. El currículo para la enseñanza deportiva de régimen especial correspondiente al título de Técnico Deportivo en Atletismo establecido en el Real Decreto 427/2023, de 6 de junio, queda determinado en los términos fijados en esta orden.
2. El perfil profesional del currículo, determinado por la competencia general y las competencias profesionales, personales y sociales, está incluido en el título de Técnico Deportivo referido en el apartado anterior.
3. Los objetivos generales del currículo de grado medio, los objetivos de los módulos de enseñanza deportiva expresados en términos de resultados de aprendizaje y sus criterios de evaluación son los incluidos en el título de Técnico Deportivo referido en el apartado 1 de este artículo.
4. Los contenidos de los módulos de enseñanza deportiva que conforman el presente currículo, adaptados a la realidad sociodeportiva, así como a las perspectivas de desarrollo económico, social y deportivo del entorno, son los establecidos en los anexos I y II.



1. La duración total de las enseñanzas correspondientes a este ciclo de grado medio, incluido el respectivo módulo de formación práctica, correspondiente al título de Técnico Deportivo en Atletismo es de 1.005 horas. Estas enseñanzas se organizan en dos ciclos.

|---|---|
|b) Ciclo final de grado medio en atletismo, con una duración de 575 horas.| |",Planes de Estudio y Normativas Educativas,0.85,Normativas Temporales y Urgentes,0.75,Reglamentos y Normativas Generales,0.72
